BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,COLLISION_ID
QUEENS,0,0,4363423
QUEENS,0,0,4364316
BROOKLYN,0,0,4363310
QUEENS,0,0,4363418
MANHATTAN,0,0,4363291
QUEENS,0,0,4363824
QUEENS,0,0,4364110
QUEENS,0,0,4362952
QUEENS,0,0,4366281
MANHATTAN,1,0,4364195
BROOKLYN,1,0,4363622
BRONX,0,0,4363548
MANHATTAN,0,0,4365843
BROOKLYN,0,0,4363762
BRONX,0,0,4363354
BROOKLYN,0,0,4364219
BROOKLYN,3,0,4363220
BRONX,0,0,4363349
MANHATTAN,0,0,4364441
QUEENS,0,0,4364887
BRONX,0,0,4363344
QUEENS,0,0,4362956
QUEENS,2,0,4363974
QUEENS,1,0,4363575
BRONX,3,0,4363445
BROOKLYN,0,0,4363052
BROOKLYN,1,0,4362913
BROOKLYN,0,0,4363585
QUEENS,0,0,4364704
QUEENS,1,0,4363859
BRONX,1,0,4363357
BROOKLYN,1,0,4365446
QUEENS,0,0,4362976
QUEENS,1,0,4363834
BROOKLYN,1,0,4363305
MANHATTAN,0,0,4364917
QUEENS,1,0,4362892
QUEENS,0,0,4363448
BROOKLYN,0,0,4364014
QUEENS,0,0,4363691
BROOKLYN,0,0,4363541
BROOKLYN,1,0,4363476
BROOKLYN,4,0,4364053
BRONX,0,0,4363489
BROOKLYN,0,0,4364249
BROOKLYN,1,0,4363842
BROOKLYN,0,0,4363726
STATEN ISLAND,1,0,4363791
QUEENS,0,0,4363539
QUEENS,0,0,4363748
BRONX,0,0,4363493
BRONX,0,0,4363700
BROOKLYN,1,0,4364079
QUEENS,0,0,4363424
QUEENS,1,0,4363667
BROOKLYN,0,0,4363771
QUEENS,0,0,4363285
BROOKLYN,1,0,4366308
BROOKLYN,0,0,4363896
BRONX,0,0,4363737
BROOKLYN,0,0,4363731
BRONX,2,0,4363702
QUEENS,1,0,4363945
BROOKLYN,0,0,4364435
QUEENS,0,0,4363886
BROOKLYN,0,0,4363645
BRONX,1,0,4363944
BROOKLYN,0,0,4363770
BROOKLYN,1,0,4365570
BROOKLYN,0,0,4363761
MANHATTAN,0,0,4363992
BRONX,0,0,4365034
QUEENS,0,0,4363874
BRONX,0,0,4364118
QUEENS,2,0,4364104
QUEENS,1,0,4363743
BRONX,0,0,4364402
STATEN ISLAND,0,0,4363414
BROOKLYN,0,0,4363766
BROOKLYN,1,0,4363805
BROOKLYN,0,0,4363891
BROOKLYN,0,0,4364447
QUEENS,0,0,4363663
BROOKLYN,0,0,4363500
BRONX,1,0,4363496
BROOKLYN,1,0,4364006
QUEENS,5,0,4363674
MANHATTAN,0,0,4364158
BRONX,0,0,4363864
BROOKLYN,0,0,4364602
BROOKLYN,0,0,4363610
BRONX,0,0,4363894
MANHATTAN,0,0,4364171
QUEENS,1,0,4364561
QUEENS,0,0,4363692
QUEENS,1,0,4363580
MANHATTAN,0,0,4374665
MANHATTAN,0,0,4363695
BROOKLYN,1,0,4363897
QUEENS,1,0,4363798
BROOKLYN,1,0,4363503
BROOKLYN,0,0,4367198
BRONX,0,0,4364129
BRONX,0,0,4363597
QUEENS,1,0,4363820
MANHATTAN,0,0,4363664
BROOKLYN,0,0,4363683
BRONX,0,0,4364336
QUEENS,0,0,4363873
MANHATTAN,0,0,4363991
BROOKLYN,0,0,4364013
BRONX,1,0,4363933
QUEENS,0,0,4363948
BRONX,1,0,4365293
QUEENS,0,0,4364258
BRONX,0,0,4364178
BROOKLYN,0,0,4363689
BRONX,0,0,4363697
BRONX,0,0,4363879
BROOKLYN,0,0,4365993
BROOKLYN,0,0,4363882
MANHATTAN,1,0,4364476
BROOKLYN,0,0,4363845
STATEN ISLAND,0,0,4363793
BROOKLYN,1,0,4363679
BROOKLYN,0,0,4363841
BROOKLYN,0,0,4364067
MANHATTAN,0,0,4372157
BRONX,0,0,4363446
MANHATTAN,1,0,4365272
MANHATTAN,0,0,4363680
BRONX,0,0,4364156
STATEN ISLAND,0,0,4363796
BRONX,1,0,4364119
BRONX,0,0,4363732
BROOKLYN,1,0,4369949
MANHATTAN,1,0,4363537
BROOKLYN,1,0,4363929
MANHATTAN,0,0,4366961
QUEENS,0,0,4363401
MANHATTAN,0,0,4363675
BROOKLYN,0,0,4363756
QUEENS,0,0,4363528
MANHATTAN,1,0,4363538
QUEENS,0,0,4363562
MANHATTAN,1,0,4364882
BRONX,0,0,4363366
QUEENS,0,0,4363724
BROOKLYN,1,0,4363588
BROOKLYN,4,0,4366731
BROOKLYN,1,0,4363817
QUEENS,1,0,4363671
QUEENS,1,0,4363582
BRONX,0,0,4363696
BROOKLYN,0,0,4363769
QUEENS,1,0,4364102
BROOKLYN,3,0,4363710
BROOKLYN,1,0,4363627
QUEENS,0,0,4364769
BROOKLYN,5,0,4364444
BROOKLYN,0,0,4363508
QUEENS,1,0,4363447
BRONX,0,0,4365036
QUEENS,0,0,4364780
BRONX,0,0,4363801
QUEENS,0,0,4363875
BROOKLYN,1,0,4363518
QUEENS,0,0,4363422
BROOKLYN,0,0,4363718
BROOKLYN,1,0,4363814
BROOKLYN,0,0,4363816
QUEENS,0,0,4363531
QUEENS,0,0,4363885
MANHATTAN,0,0,4363639
MANHATTAN,0,0,4364883
BROOKLYN,0,0,4363425
BROOKLYN,0,0,4364050
BROOKLYN,0,0,4365931
QUEENS,0,0,4364069
QUEENS,0,0,4364478
QUEENS,3,0,4365812
BRONX,0,0,4363784
BRONX,2,0,4363893
BROOKLYN,1,0,4365199
BRONX,0,0,4364287
MANHATTAN,0,0,4369801
QUEENS,0,0,4363977
BROOKLYN,1,0,4363717
QUEENS,0,0,4364112
MANHATTAN,0,0,4364064
QUEENS,0,0,4363444
MANHATTAN,1,0,4365373
BRONX,0,0,4363596
BROOKLYN,0,0,4363881
MANHATTAN,0,0,4365156
MANHATTAN,1,0,4364063
QUEENS,1,0,4363399
QUEENS,0,0,4363646
MANHATTAN,0,0,4363862
MANHATTAN,0,0,4364138
BROOKLYN,0,0,4363883
MANHATTAN,0,0,4365155
QUEENS,2,0,4363901
BROOKLYN,0,0,4363480
BRONX,0,0,4363595
QUEENS,1,0,4363653
BRONX,0,0,4363790
BROOKLYN,1,0,4363502
BROOKLYN,0,0,4363840
QUEENS,0,0,4366234
BROOKLYN,0,0,4363721
BROOKLYN,0,0,4364081
QUEENS,0,0,4363633
BRONX,0,0,4363703
BROOKLYN,0,0,4363803
BROOKLYN,0,0,4363892
BROOKLYN,1,0,4363818
BRONX,0,0,4363730
BRONX,0,0,4363497
BRONX,0,0,4363701
BROOKLYN,0,0,4363792
BROOKLYN,1,0,4364144
MANHATTAN,0,0,4364093
MANHATTAN,0,0,4365804
BROOKLYN,0,0,4363768
BRONX,0,0,4363634
BROOKLYN,0,0,4363532
QUEENS,0,0,4364564
BRONX,0,0,4363887
BROOKLYN,0,0,4364049
BROOKLYN,1,0,4363713
MANHATTAN,0,0,4363540
MANHATTAN,0,0,4364190
QUEENS,1,0,4364257
MANHATTAN,2,0,4363821
MANHATTAN,0,0,4364278
BROOKLYN,0,0,4363736
QUEENS,1,0,4363922
BROOKLYN,0,0,4364016
BRONX,1,0,4363839
BROOKLYN,0,0,4363655
QUEENS,0,0,4365450
BRONX,0,0,4363735
BROOKLYN,1,0,4364229
QUEENS,1,0,4363742
QUEENS,1,0,4363527
STATEN ISLAND,0,0,4364115
BROOKLYN,0,0,4364136
MANHATTAN,0,0,4364105
MANHATTAN,0,0,4364066
BROOKLYN,0,0,4363984
BROOKLYN,2,0,4364446
BROOKLYN,1,0,4365582
BRONX,1,0,4364739
STATEN ISLAND,1,0,4364834
BROOKLYN,0,0,4364946
BROOKLYN,0,0,4366396
BRONX,1,0,4363930
QUEENS,0,0,4363964
BROOKLYN,0,0,4363899
BRONX,0,0,4363943
MANHATTAN,1,0,4364236
BRONX,2,0,4364188
QUEENS,0,0,4365364
QUEENS,0,0,4364024
MANHATTAN,0,0,4364087
QUEENS,1,0,4364061
MANHATTAN,0,0,4364027
BROOKLYN,1,0,4364012
BROOKLYN,1,0,4364080
BRONX,0,0,4363920
BRONX,1,0,4364146
QUEENS,1,0,4364182
BROOKLYN,0,0,4364148
QUEENS,1,0,4363877
QUEENS,0,0,4364075
BROOKLYN,0,0,4363794
BROOKLYN,2,0,4363982
BROOKLYN,2,0,4363763
STATEN ISLAND,0,0,4364017
BROOKLYN,0,0,4364007
QUEENS,0,0,4363965
BRONX,1,0,4364294
BRONX,1,0,4364155
BRONX,0,0,4363927
STATEN ISLAND,0,0,4364858
BRONX,0,0,4363998
BROOKLYN,1,0,4364687
MANHATTAN,0,0,4364470
QUEENS,0,0,4363872
QUEENS,0,0,4363941
BRONX,0,0,4364254
MANHATTAN,0,0,4364213
BROOKLYN,0,0,4364207
MANHATTAN,1,0,4366714
MANHATTAN,1,0,4366717
BROOKLYN,0,0,4364210
STATEN ISLAND,0,0,4363966
QUEENS,1,0,4364183
MANHATTAN,1,0,4368619
BRONX,0,0,4364289
BROOKLYN,0,0,4363806
BROOKLYN,0,0,4364011
BRONX,1,0,4364285
BROOKLYN,1,0,4364084
QUEENS,0,0,4363812
MANHATTAN,1,0,4366932
QUEENS,0,0,4363967
BRONX,0,0,4365700
QUEENS,0,0,4364103
QUEENS,0,0,4364480
BROOKLYN,1,0,4363987
BRONX,0,0,4364282
QUEENS,0,0,4364526
BROOKLYN,2,0,4364280
BRONX,0,0,4364051
QUEENS,0,0,4364072
MANHATTAN,0,0,4364255
MANHATTAN,0,0,4364166
QUEENS,1,0,4363870
QUEENS,0,0,4363949
BROOKLYN,1,0,4395861
BROOKLYN,1,0,4363923
MANHATTAN,0,0,4363686
QUEENS,1,0,4364569
QUEENS,0,0,4364076
MANHATTAN,0,0,4364237
MANHATTAN,0,0,4365152
BROOKLYN,0,0,4363950
BRONX,0,0,4363867
BRONX,0,0,4364335
QUEENS,0,0,4364184
BROOKLYN,0,0,4363810
MANHATTAN,0,0,4364298
MANHATTAN,1,0,4365261
BROOKLYN,0,0,4364264
QUEENS,0,0,4363869
BRONX,0,0,4364440
QUEENS,0,0,4364077
BRONX,1,0,4364180
QUEENS,0,0,4364021
BRONX,0,0,4364407
BRONX,0,0,4365055
QUEENS,1,0,4363808
BROOKLYN,0,0,4364065
BRONX,0,0,4364227
QUEENS,0,0,4365438
MANHATTAN,0,0,4366602
BROOKLYN,0,0,4364059
BRONX,0,0,4364042
BRONX,0,1,4364005
QUEENS,1,0,4363947
QUEENS,1,0,4364314
QUEENS,0,0,4363980
BROOKLYN,0,0,4365569
MANHATTAN,0,0,4364248
BROOKLYN,1,0,4365216
MANHATTAN,0,0,4382854
QUEENS,0,0,4363979
QUEENS,1,0,4364071
QUEENS,0,0,4363946
BRONX,1,0,4363895
BRONX,1,0,4365300
BROOKLYN,0,0,4364054
BRONX,0,0,4366143
BRONX,0,0,4364295
BRONX,0,0,4367641
QUEENS,0,0,4364702
STATEN ISLAND,1,0,4364018
BROOKLYN,0,0,4364201
BRONX,0,0,4363890
BROOKLYN,0,0,4364266
BROOKLYN,1,0,4364090
BROOKLYN,1,0,4363811
BROOKLYN,0,0,4364057
QUEENS,1,0,4368744
BRONX,0,0,4364291
QUEENS,0,0,4364313
MANHATTAN,1,0,4364274
BROOKLYN,1,0,4364271
BRONX,0,0,4364290
BRONX,0,0,4364052
MANHATTAN,0,0,4364172
BROOKLYN,0,0,4364205
QUEENS,0,0,4366137
MANHATTAN,0,0,4364083
BRONX,0,0,4363786
BROOKLYN,1,0,4364015
MANHATTAN,0,0,4364862
BROOKLYN,0,0,4377949
BROOKLYN,0,0,4364055
QUEENS,1,0,4366139
BROOKLYN,0,0,4364010
QUEENS,0,0,4366115
BRONX,3,0,4364047
QUEENS,0,0,4363985
BRONX,0,0,4364293
BRONX,0,0,4363912
MANHATTAN,1,0,4363898
BRONX,0,0,4363850
QUEENS,1,0,4363902
QUEENS,0,0,4364559
BRONX,0,0,4370361
BRONX,0,0,4366444
STATEN ISLAND,0,0,4364114
QUEENS,0,0,4363861
QUEENS,1,0,4364070
BROOKLYN,0,0,4363988
BRONX,0,0,4363955
BROOKLYN,0,0,4364092
QUEENS,0,0,4364117
BROOKLYN,0,0,4364200
MANHATTAN,0,0,4364165
BROOKLYN,1,0,4364204
STATEN ISLAND,0,0,4364494
BROOKLYN,0,0,4364209
BROOKLYN,1,0,4364143
QUEENS,0,0,4363976
BROOKLYN,0,0,4364140
MANHATTAN,0,0,4367184
BROOKLYN,0,0,4364436
QUEENS,0,0,4364262
BROOKLYN,2,0,4363884
BROOKLYN,0,0,4364445
QUEENS,0,0,4370088
BRONX,1,0,4364150
MANHATTAN,0,0,4364086
BRONX,0,0,4364151
BROOKLYN,2,0,4364008
BROOKLYN,0,0,4363990
QUEENS,0,0,4365425
BRONX,0,0,4363918
BROOKLYN,2,0,4364039
QUEENS,0,0,4364108
QUEENS,0,0,4364260
QUEENS,0,0,4364096
BROOKLYN,0,0,4364058
MANHATTAN,1,0,4364088
BROOKLYN,0,0,4363994
QUEENS,0,0,4363953
BROOKLYN,1,0,4364895
BRONX,0,0,4365704
MANHATTAN,0,0,4365603
BRONX,0,0,4364419
MANHATTAN,0,0,4364493
BROOKLYN,0,0,4364276
BRONX,1,0,4364228
BROOKLYN,2,0,4364442
BRONX,0,0,4364783
BROOKLYN,1,0,4370202
QUEENS,0,0,4364324
BROOKLYN,0,0,4366726
BRONX,0,0,4364309
BROOKLYN,4,0,4364370
BROOKLYN,1,0,4364901
BRONX,1,0,4364412
BROOKLYN,0,0,4364331
STATEN ISLAND,0,0,4364443
QUEENS,1,0,4364215
MANHATTAN,1,0,4365159
BROOKLYN,0,0,4364329
BROOKLYN,0,0,4366071
BROOKLYN,1,0,4364230
QUEENS,0,0,4364095
BRONX,1,0,4364597
BROOKLYN,1,0,4364398
BROOKLYN,0,0,4364379
QUEENS,1,0,4364344
MANHATTAN,0,0,4364224
QUEENS,0,0,4364555
QUEENS,0,0,4369717
BRONX,1,0,4364252
BROOKLYN,0,0,4366978
STATEN ISLAND,0,0,4364499
MANHATTAN,0,0,4364921
QUEENS,0,0,4364356
BROOKLYN,1,0,4367239
BROOKLYN,1,0,4364396
QUEENS,0,0,4364185
BRONX,0,0,4364749
BROOKLYN,0,0,4365634
BROOKLYN,0,0,4364910
QUEENS,0,0,4373074
BROOKLYN,1,0,4367925
BROOKLYN,1,0,4364451
BRONX,1,0,4364217
BROOKLYN,0,0,4364357
MANHATTAN,0,0,4364429
QUEENS,0,0,4364566
BRONX,0,0,4364520
MANHATTAN,0,0,4368046
BROOKLYN,0,0,4364250
BRONX,1,0,4366122
QUEENS,0,0,4364332
BROOKLYN,0,0,4365056
QUEENS,0,0,4364410
BROOKLYN,0,0,4364848
BROOKLYN,0,0,4364453
MANHATTAN,2,0,4364621
BROOKLYN,1,0,4364279
MANHATTAN,0,0,4364408
MANHATTAN,0,0,4365724
BRONX,0,0,4364523
QUEENS,0,0,4364239
BROOKLYN,0,0,4364462
BROOKLYN,0,0,4364392
QUEENS,0,0,4364884
BROOKLYN,0,0,4364508
QUEENS,1,0,4364594
QUEENS,0,0,4364198
BRONX,0,0,4364813
QUEENS,0,0,4364763
BRONX,1,0,4364424
BROOKLYN,0,0,4364360
QUEENS,0,0,4364363
QUEENS,0,0,4364247
MANHATTAN,0,0,4364471
QUEENS,0,0,4364300
BRONX,0,0,4364235
BROOKLYN,0,0,4364550
BRONX,0,0,4366111
BROOKLYN,1,0,4364935
STATEN ISLAND,0,0,4366090
MANHATTAN,0,0,4364411
MANHATTAN,0,0,4364459
BRONX,0,0,4364730
BRONX,1,0,4365390
QUEENS,0,0,4364214
BRONX,0,0,4364522
QUEENS,0,0,4366306
BRONX,0,0,4364284
MANHATTAN,0,0,4364137
BROOKLYN,0,0,4365408
QUEENS,0,0,4364389
BROOKLYN,0,0,4364263
BRONX,0,0,4364613
BROOKLYN,0,0,4364241
MANHATTAN,0,0,4364457
BRONX,0,0,4364196
BRONX,1,0,4365092
BROOKLYN,0,0,4364936
BROOKLYN,0,0,4364726
QUEENS,0,0,4364315
BRONX,0,0,4364338
QUEENS,0,0,4364482
STATEN ISLAND,0,0,4364505
MANHATTAN,1,0,4364544
BRONX,0,0,4364045
QUEENS,0,0,4364320
BRONX,0,0,4366637
BRONX,1,0,4364732
BRONX,0,0,4364385
QUEENS,0,0,4364355
BRONX,0,0,4364799
BRONX,0,0,4364536
BROOKLYN,0,0,4366612
BRONX,0,0,4364405
BRONX,0,0,4364297
BROOKLYN,0,0,4364020
QUEENS,1,0,4364322
BROOKLYN,1,0,4364361
BRONX,0,0,4364401
MANHATTAN,0,0,4364469
QUEENS,0,0,4364074
QUEENS,0,0,4364557
BROOKLYN,0,0,4365685
QUEENS,0,0,4364527
QUEENS,0,0,4364223
BRONX,0,0,4364588
QUEENS,1,0,4364539
QUEENS,0,0,4364534
MANHATTAN,1,0,4364240
MANHATTAN,0,0,4364256
MANHATTAN,0,0,4364339
BRONX,3,0,4364420
QUEENS,0,0,4364349
BROOKLYN,1,0,4364245
MANHATTAN,0,0,4364572
BROOKLYN,1,0,4365353
BROOKLYN,0,0,4364369
BROOKLYN,1,0,4364325
BROOKLYN,0,0,4364268
MANHATTAN,3,0,4364376
BRONX,0,0,4364428
QUEENS,0,0,4366588
BRONX,0,0,4364403
BRONX,1,0,4364186
MANHATTAN,1,0,4364220
QUEENS,0,0,4364421
BROOKLYN,0,0,4380557
QUEENS,0,0,4364568
BRONX,0,0,4364404
MANHATTAN,0,0,4364720
BROOKLYN,0,0,4365543
BROOKLYN,0,0,4364216
QUEENS,0,0,4364533
QUEENS,0,0,4364301
QUEENS,0,0,4364348
BROOKLYN,0,0,4364153
MANHATTAN,1,0,4364272
BRONX,0,0,4366855
MANHATTAN,1,0,4364497
BROOKLYN,1,0,4364211
BROOKLYN,0,0,4364391
BROOKLYN,0,0,4364461
BRONX,0,0,4364094
BROOKLYN,0,0,4364406
STATEN ISLAND,0,0,4364500
BRONX,1,0,4364542
QUEENS,0,0,4364589
QUEENS,4,0,4364347
QUEENS,0,0,4364562
MANHATTAN,0,0,4365160
MANHATTAN,0,0,4364548
QUEENS,0,0,4364261
QUEENS,0,0,4364573
QUEENS,1,0,4364323
QUEENS,1,0,4364765
BRONX,0,0,4365029
BROOKLYN,0,0,4364395
BRONX,0,0,4364286
QUEENS,0,0,4364345
QUEENS,0,0,4367267
BRONX,0,0,4364473
QUEENS,0,0,4364354
BROOKLYN,0,0,4364381
BRONX,0,0,4364521
BRONX,2,0,4364253
BROOKLYN,0,0,4364082
BRONX,0,0,4364618
QUEENS,0,0,4364318
BROOKLYN,0,0,4364580
QUEENS,0,0,4367015
MANHATTAN,1,0,4364099
BRONX,0,0,4364537
BROOKLYN,0,0,4364132
BROOKLYN,1,0,4364327
BROOKLYN,0,0,4364454
MANHATTAN,0,1,4365124
BROOKLYN,0,0,4364931
BROOKLYN,1,0,4365331
BROOKLYN,1,0,4365829
MANHATTAN,0,0,4364777
BRONX,2,0,4364736
QUEENS,0,0,4364583
BROOKLYN,0,0,4364971
STATEN ISLAND,0,0,4364504
BRONX,1,0,4365017
BROOKLYN,0,0,4366484
BRONX,0,0,4364759
QUEENS,1,0,4369212
BRONX,0,0,4364676
BROOKLYN,0,0,4364938
BROOKLYN,1,0,4364648
MANHATTAN,3,0,4365095
QUEENS,1,0,4364579
BROOKLYN,0,0,4364375
MANHATTAN,1,0,4364656
QUEENS,1,0,4364416
BROOKLYN,0,0,4365069
BROOKLYN,0,0,4364934
BRONX,0,0,4365303
BROOKLYN,1,0,4365513
BROOKLYN,1,0,4367786
QUEENS,0,0,4364888
QUEENS,0,0,4367144
MANHATTAN,0,0,4364498
QUEENS,0,0,4364839
BRONX,0,0,4364546
BROOKLYN,1,0,4364836
BRONX,0,0,4364807
QUEENS,1,0,4364689
STATEN ISLAND,0,0,4366788
BROOKLYN,0,0,4364902
MANHATTAN,1,0,4365747
BROOKLYN,0,0,4365338
BROOKLYN,0,0,4364906
QUEENS,1,0,4364610
BROOKLYN,1,0,4365200
QUEENS,0,0,4365009
QUEENS,0,0,4364506
QUEENS,1,0,4364879
BROOKLYN,0,0,4364659
MANHATTAN,0,0,4365085
MANHATTAN,2,0,4364770
QUEENS,0,0,4364558
BRONX,1,0,4364755
BRONX,1,0,4364787
BROOKLYN,0,0,4364822
BROOKLYN,0,0,4364969
QUEENS,0,0,4364632
QUEENS,0,0,4364540
QUEENS,0,0,4364481
BRONX,0,0,4364675
MANHATTAN,0,0,4364708
BROOKLYN,1,0,4364923
BRONX,0,0,4365027
BROOKLYN,0,0,4367005
MANHATTAN,0,0,4365562
BROOKLYN,1,0,4364926
BRONX,0,0,4365304
STATEN ISLAND,0,0,4364664
BROOKLYN,0,0,4364586
QUEENS,1,0,4364695
BRONX,0,0,4364465
QUEENS,1,0,4365422
BROOKLYN,0,0,4364831
BRONX,0,0,4364651
BROOKLYN,1,0,4364743
BRONX,0,0,4365022
STATEN ISLAND,0,0,4365813
MANHATTAN,0,0,4364668
BRONX,1,0,4364723
BRONX,0,0,4364678
QUEENS,0,0,4364625
STATEN ISLAND,0,0,4364667
BROOKLYN,0,0,4365205
BROOKLYN,0,0,4364948
BRONX,0,0,4364811
QUEENS,1,0,4365424
BROOKLYN,1,0,4366515
BRONX,0,0,4364649
STATEN ISLAND,2,0,4372484
BROOKLYN,1,0,4364509
QUEENS,1,0,4365006
MANHATTAN,0,0,4364634
BROOKLYN,0,0,4365325
BROOKLYN,0,0,4365358
BRONX,0,0,4364856
MANHATTAN,0,0,4364575
MANHATTAN,1,0,4364916
BROOKLYN,0,0,4364530
BROOKLYN,1,0,4364947
MANHATTAN,0,0,4364622
BROOKLYN,1,0,4364698
BROOKLYN,0,0,4365308
BROOKLYN,1,0,4364976
BROOKLYN,0,0,4364627
BROOKLYN,0,0,4365202
BROOKLYN,1,0,4365246
BRONX,1,0,4365033
BROOKLYN,2,0,4364943
BROOKLYN,1,0,4365296
STATEN ISLAND,0,0,4365819
BROOKLYN,0,0,4365535
BROOKLYN,0,0,4364903
MANHATTAN,1,0,4367079
BROOKLYN,0,0,4365560
MANHATTAN,1,0,4364543
BROOKLYN,1,0,4364742
QUEENS,0,0,4364693
BROOKLYN,0,0,4364661
QUEENS,0,0,4364789
BROOKLYN,1,0,4364701
MANHATTAN,1,0,4364604
BROOKLYN,0,0,4364626
BROOKLYN,0,0,4364758
BRONX,0,0,4364496
BRONX,2,0,4365344
QUEENS,0,0,4364578
MANHATTAN,0,0,4364721
MANHATTAN,1,0,4364709
BROOKLYN,0,0,4364551
QUEENS,0,0,4364617
QUEENS,0,0,4367986
QUEENS,1,0,4366914
STATEN ISLAND,0,0,4364665
BRONX,0,0,4366428
MANHATTAN,1,0,4364631
MANHATTAN,0,0,4364582
BROOKLYN,1,0,4364994
BROOKLYN,1,0,4364706
MANHATTAN,0,0,4364778
BROOKLYN,1,0,4364904
BRONX,0,0,4364733
BROOKLYN,0,0,4364549
MANHATTAN,0,0,4364431
STATEN ISLAND,0,0,4365816
QUEENS,0,0,4365768
BRONX,0,0,4364531
QUEENS,1,0,4365421
QUEENS,4,0,4364432
BROOKLYN,1,0,4364553
BRONX,0,1,4365518
BRONX,1,0,4365039
QUEENS,0,0,4364697
MANHATTAN,1,0,4364495
QUEENS,1,0,4364511
MANHATTAN,0,0,4364727
BRONX,0,0,4364731
BRONX,1,0,4364801
MANHATTAN,0,0,4364642
BRONX,1,0,4364637
QUEENS,3,0,4364691
BRONX,0,0,4364598
BROOKLYN,0,0,4365201
MANHATTAN,0,0,4364716
BROOKLYN,0,0,4365540
BRONX,3,0,4364541
QUEENS,1,0,4364592
BRONX,0,0,4364798
MANHATTAN,1,0,4364715
BROOKLYN,0,0,4364556
MANHATTAN,1,0,4365416
QUEENS,0,0,4365014
MANHATTAN,0,0,4364728
QUEENS,0,0,4364570
MANHATTAN,1,0,4365552
MANHATTAN,0,0,4364607
QUEENS,0,0,4364619
BROOKLYN,1,0,4364448
BRONX,0,0,4366482
MANHATTAN,0,0,4367182
BRONX,0,0,4364817
QUEENS,1,0,4365007
MANHATTAN,1,0,4364885
BROOKLYN,0,0,4364745
QUEENS,0,0,4364694
QUEENS,0,0,4364623
MANHATTAN,2,0,4364630
BROOKLYN,1,0,4366161
BROOKLYN,1,0,4364899
BRONX,0,0,4364679
BROOKLYN,0,0,4364753
BRONX,1,0,4364532
BRONX,0,0,4364784
QUEENS,0,0,4364775
BROOKLYN,1,0,4364830
BROOKLYN,1,0,4365204
BROOKLYN,1,0,4366384
BROOKLYN,1,0,4365362
BRONX,0,0,4364735
BRONX,0,0,4365389
QUEENS,0,0,4365008
BRONX,0,0,4364439
BROOKLYN,1,0,4364750
BROOKLYN,1,0,4364587
BROOKLYN,0,0,4365330
MANHATTAN,0,0,4364646
MANHATTAN,0,0,4364714
BRONX,0,0,4364591
QUEENS,0,0,4364782
QUEENS,1,0,4365115
BRONX,1,0,4364639
BRONX,1,0,4364425
MANHATTAN,1,0,4364577
BRONX,0,0,4365341
QUEENS,0,0,4365435
BROOKLYN,1,0,4366661
BROOKLYN,0,0,4365547
BROOKLYN,0,0,4364925
QUEENS,0,0,4364705
MANHATTAN,1,0,4364779
QUEENS,0,0,4364835
BROOKLYN,1,0,4365366
BROOKLYN,0,0,4364605
BRONX,1,0,4365032
BROOKLYN,0,0,4365065
QUEENS,0,0,4364669
BRONX,0,0,4364767
BRONX,1,0,4364804
QUEENS,0,0,4364595
MANHATTAN,0,0,4364517
MANHATTAN,0,0,4364477
QUEENS,0,0,4364486
BRONX,0,0,4364609
BROOKLYN,0,0,4374602
BROOKLYN,0,0,4364711
BROOKLYN,0,0,4364699
BROOKLYN,0,0,4364985
BRONX,2,0,4365035
BRONX,0,0,4365837
BROOKLYN,0,0,4365134
BROOKLYN,3,0,4365297
BROOKLYN,0,0,4373709
QUEENS,0,0,4364897
BRONX,0,0,4365372
QUEENS,1,0,4364845
BROOKLYN,0,0,4365128
BROOKLYN,0,0,4364929
QUEENS,0,0,4364953
QUEENS,0,0,4366520
BROOKLYN,0,0,4364942
BRONX,0,0,4365452
QUEENS,0,0,4367143
BROOKLYN,0,0,4364981
MANHATTAN,0,0,4365158
BROOKLYN,1,0,4364975
QUEENS,1,0,4369289
BROOKLYN,0,0,4365361
BROOKLYN,0,0,4365122
BROOKLYN,0,0,4365686
BRONX,0,0,4365252
MANHATTAN,4,0,4365418
BRONX,0,0,4365371
QUEENS,0,0,4365436
BRONX,1,0,4365001
QUEENS,2,0,4365030
BRONX,1,0,4365242
QUEENS,2,0,4364960
BROOKLYN,1,0,4365208
BROOKLYN,1,0,4365523
STATEN ISLAND,0,0,4365814
BROOKLYN,0,0,4369061
BROOKLYN,1,0,4365107
BROOKLYN,0,0,4364949
BROOKLYN,1,0,4369607
BRONX,0,0,4365268
MANHATTAN,0,0,4365321
BROOKLYN,0,0,4364660
MANHATTAN,0,0,4364877
QUEENS,1,0,4365327
BRONX,0,0,4365351
STATEN ISLAND,0,0,4366507
STATEN ISLAND,0,0,4364773
QUEENS,1,0,4366550
QUEENS,0,0,4364861
MANHATTAN,0,0,4365580
MANHATTAN,0,0,4364790
BRONX,0,0,4365473
QUEENS,0,0,4365045
BROOKLYN,0,0,4365299
QUEENS,1,0,4364828
BRONX,0,0,4365089
QUEENS,0,0,4365317
QUEENS,1,0,4365497
BRONX,0,0,4364909
MANHATTAN,0,0,4365551
BRONX,0,0,4366430
QUEENS,0,0,4364766
MANHATTAN,0,0,4365417
BROOKLYN,0,0,4365230
BROOKLYN,0,0,4365716
BROOKLYN,1,0,4365292
MANHATTAN,1,0,4364878
BRONX,1,0,4365149
BROOKLYN,1,0,4364951
