BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,COLLISION_ID
BROOKLYN,1,0,4331929
BROOKLYN,0,0,4331754
MANHATTAN,0,0,4331746
QUEENS,0,0,4332135
BROOKLYN,0,0,4331877
BROOKLYN,1,0,4332322
BROOKLYN,0,0,4333064
BROOKLYN,0,0,4331617
QUEENS,1,0,4441280
QUEENS,1,0,4332907
BRONX,0,0,4333219
BROOKLYN,1,0,4332050
QUEENS,0,0,4331757
QUEENS,0,0,4331739
BRONX,1,0,4331847
QUEENS,0,0,4332146
BROOKLYN,1,0,4332049
BROOKLYN,0,0,4333840
BROOKLYN,0,0,4332298
BROOKLYN,1,0,4336988
BROOKLYN,1,0,4332159
BROOKLYN,0,0,4332360
QUEENS,1,0,4332906
BROOKLYN,0,0,4336151
BROOKLYN,0,0,4331856
QUEENS,0,0,4331823
QUEENS,0,0,4331787
BROOKLYN,0,0,4331915
BRONX,0,0,4331996
BROOKLYN,0,0,4332165
QUEENS,0,0,4331783
BRONX,1,0,4332367
QUEENS,0,1,4332533
BRONX,1,0,4332504
STATEN ISLAND,0,0,4332345
BROOKLYN,0,0,4331920
BROOKLYN,0,0,4331890
MANHATTAN,0,0,4332523
BROOKLYN,0,0,4332127
BRONX,1,0,4333605
BROOKLYN,2,0,4331924
QUEENS,1,0,4333355
QUEENS,1,0,4331774
QUEENS,0,0,4333315
BROOKLYN,0,0,4332299
BROOKLYN,1,0,4334581
BRONX,1,0,4333606
MANHATTAN,1,0,4332539
BRONX,1,0,4332017
BROOKLYN,1,0,4337899
BROOKLYN,0,0,4332449
BROOKLYN,0,0,4333924
BRONX,0,0,4332544
BRONX,0,0,4331990
QUEENS,0,0,4331894
QUEENS,1,0,4331882
BROOKLYN,0,0,4332000
MANHATTAN,0,0,4332002
BROOKLYN,0,0,4332406
BRONX,0,0,4331967
QUEENS,0,0,4331814
BRONX,0,0,4331729
QUEENS,0,0,4333116
BROOKLYN,1,0,4335059
QUEENS,0,0,4331995
BROOKLYN,1,0,4331925
BROOKLYN,0,0,4332323
MANHATTAN,0,0,4331818
BRONX,0,0,4332058
BRONX,0,0,4332059
BROOKLYN,0,0,4332007
QUEENS,0,0,4331808
BROOKLYN,0,0,4332520
BROOKLYN,0,0,4331879
BRONX,0,0,4332012
BROOKLYN,1,0,4332055
MANHATTAN,0,0,4331821
BRONX,0,0,4332372
QUEENS,1,0,4331885
BROOKLYN,1,0,4332104
BRONX,1,0,4333210
QUEENS,1,0,4331626
QUEENS,0,0,4332283
QUEENS,0,0,4332382
BROOKLYN,0,0,4332327
BROOKLYN,1,0,4332110
BROOKLYN,0,0,4332033
QUEENS,1,0,4332179
MANHATTAN,1,0,4332195
BROOKLYN,1,0,4332128
BROOKLYN,0,0,4334949
BROOKLYN,0,0,4332508
BROOKLYN,0,0,4332310
QUEENS,0,0,4334420
QUEENS,0,0,4331807
QUEENS,1,0,4331895
MANHATTAN,2,0,4334062
QUEENS,2,0,4331745
BROOKLYN,0,0,4334580
BROOKLYN,3,0,4333711
BRONX,0,0,4332654
BROOKLYN,1,0,4332008
BRONX,0,0,4331968
BROOKLYN,0,0,4331892
MANHATTAN,3,0,4335275
BRONX,0,0,4331947
BROOKLYN,1,0,4331898
QUEENS,0,0,4333244
QUEENS,0,0,4334091
QUEENS,0,0,4334060
QUEENS,1,0,4331809
QUEENS,1,0,4333421
BRONX,0,0,4333217
BROOKLYN,0,0,4332039
BROOKLYN,1,0,4332076
BRONX,1,0,4332137
BROOKLYN,0,0,4333722
QUEENS,1,0,4333327
MANHATTAN,1,0,4333309
QUEENS,3,0,4332633
QUEENS,0,0,4331901
BROOKLYN,0,0,4331834
BROOKLYN,1,0,4331792
MANHATTAN,1,0,4332672
BROOKLYN,1,0,4332163
QUEENS,0,0,4332172
BRONX,0,0,4334124
MANHATTAN,0,0,4331912
STATEN ISLAND,1,0,4331845
MANHATTAN,0,0,4333147
QUEENS,0,0,4333332
BRONX,0,0,4332031
MANHATTAN,0,0,4331923
MANHATTAN,1,0,4332522
QUEENS,0,0,4332415
QUEENS,1,0,4332060
BROOKLYN,1,0,4331930
BROOKLYN,0,0,4332336
BRONX,0,0,4332051
STATEN ISLAND,0,0,4335625
BRONX,0,0,4333613
STATEN ISLAND,0,0,4331833
BROOKLYN,0,0,4331916
QUEENS,0,0,4334273
BROOKLYN,1,0,4332056
BRONX,0,0,4333305
BROOKLYN,0,0,4332350
BROOKLYN,0,0,4332326
BROOKLYN,0,0,4331817
QUEENS,0,0,4331738
QUEENS,0,0,4331806
BRONX,0,0,4332598
MANHATTAN,1,0,4331822
MANHATTAN,0,0,4331878
QUEENS,0,0,4332379
BROOKLYN,3,0,4332316
BRONX,0,0,4332495
QUEENS,2,0,4333519
BROOKLYN,1,0,4332451
QUEENS,0,0,4332132
BROOKLYN,0,0,4334617
QUEENS,0,0,4333341
QUEENS,0,0,4332281
BROOKLYN,0,0,4332167
QUEENS,0,0,4331780
QUEENS,0,0,4333388
BRONX,1,0,4333304
BRONX,0,0,4331978
BROOKLYN,0,0,4333873
BROOKLYN,0,0,4331749
QUEENS,0,0,4331795
QUEENS,0,0,4333328
BROOKLYN,1,0,4332004
BROOKLYN,0,0,4333377
BROOKLYN,0,0,4332210
BRONX,1,0,4332063
BROOKLYN,1,0,4335818
BROOKLYN,0,0,4332935
QUEENS,0,0,4331902
BROOKLYN,4,0,4331932
QUEENS,1,0,4332425
MANHATTAN,1,0,4332201
STATEN ISLAND,0,0,4332331
BROOKLYN,1,0,4332043
MANHATTAN,0,0,4331907
MANHATTAN,1,0,4334460
QUEENS,0,0,4333250
QUEENS,0,0,4331903
BRONX,0,0,4332015
MANHATTAN,0,0,4332168
BROOKLYN,0,0,4332126
BROOKLYN,2,0,4332054
BRONX,0,0,4331969
BROOKLYN,0,0,4331865
QUEENS,0,0,4332133
QUEENS,0,0,4331767
BROOKLYN,1,0,4332305
BROOKLYN,0,0,4332329
STATEN ISLAND,1,0,4337070
QUEENS,0,0,4332260
QUEENS,0,0,4333422
BROOKLYN,0,0,4332549
QUEENS,2,0,4331622
STATEN ISLAND,0,0,4380507
BROOKLYN,0,0,4332208
QUEENS,0,0,4332013
BROOKLYN,0,0,4332186
BRONX,0,0,4332900
BROOKLYN,0,0,4332053
QUEENS,0,0,4335036
QUEENS,1,0,4332271
BRONX,0,0,4332032
QUEENS,0,0,4335203
BRONX,1,0,4331989
BROOKLYN,0,0,4332207
BROOKLYN,0,0,4331768
BROOKLYN,0,0,4332330
MANHATTAN,0,0,4332537
QUEENS,0,0,4331896
BROOKLYN,0,0,4332057
MANHATTAN,1,0,4332671
STATEN ISLAND,0,0,4332341
MANHATTAN,2,0,4331913
QUEENS,0,0,4332768
QUEENS,0,0,4331888
BROOKLYN,0,0,4331627
QUEENS,0,0,4331743
QUEENS,0,0,4331905
BROOKLYN,0,0,4332318
STATEN ISLAND,1,0,4332562
BRONX,0,0,4336000
BROOKLYN,0,0,4332509
MANHATTAN,0,0,4333022
BROOKLYN,1,0,4332963
BROOKLYN,0,0,4332353
BRONX,1,0,4333188
BROOKLYN,0,0,4333966
BRONX,1,0,4332908
BROOKLYN,1,0,4332555
STATEN ISLAND,0,0,4332561
BROOKLYN,0,0,4332337
BRONX,0,0,4332663
BRONX,0,0,4332443
QUEENS,2,0,4332410
BROOKLYN,0,0,4332571
QUEENS,0,0,4332821
BROOKLYN,0,0,4332438
BROOKLYN,1,0,4332630
QUEENS,2,0,4332253
BRONX,1,0,4332462
MANHATTAN,1,0,4352368
BROOKLYN,1,0,4332274
BROOKLYN,0,0,4332560
BROOKLYN,0,0,4332505
BROOKLYN,0,0,4331935
BROOKLYN,0,0,4333194
QUEENS,0,0,4332558
QUEENS,0,0,4332556
QUEENS,0,0,4332428
QUEENS,0,0,4332708
QUEENS,2,0,4332614
BROOKLYN,1,0,4332473
QUEENS,0,0,4332632
BROOKLYN,0,0,4332334
QUEENS,1,0,4332806
BROOKLYN,0,0,4339613
BROOKLYN,1,0,4332403
QUEENS,0,0,4332263
MANHATTAN,1,0,4332513
QUEENS,0,0,4332377
QUEENS,1,0,4332517
BROOKLYN,1,0,4333383
MANHATTAN,1,0,4332477
BROOKLYN,0,0,4332689
BRONX,0,0,4332872
BROOKLYN,1,0,4334585
QUEENS,0,0,4332839
BROOKLYN,1,0,4332289
BROOKLYN,1,0,4332028
QUEENS,0,0,4332992
QUEENS,1,0,4334730
BRONX,0,0,4332492
QUEENS,0,0,4332376
QUEENS,0,0,4332288
BROOKLYN,0,0,4332934
BRONX,1,0,4332574
BROOKLYN,0,0,4332690
QUEENS,0,0,4332427
BRONX,0,0,4331972
QUEENS,0,0,4332833
BROOKLYN,1,0,4332351
BRONX,0,0,4332471
BROOKLYN,1,0,4332363
MANHATTAN,0,0,4333702
QUEENS,0,0,4333354
QUEENS,0,0,4332530
QUEENS,0,0,4332638
BROOKLYN,0,0,4332628
QUEENS,1,0,4332528
BROOKLYN,0,0,4332617
BRONX,0,0,4332444
BROOKLYN,0,0,4332687
BROOKLYN,1,0,4334574
BRONX,0,0,4332593
BRONX,0,0,4332369
BROOKLYN,0,0,4333043
BRONX,1,0,4333062
BRONX,0,0,4332928
BROOKLYN,1,0,4332559
BROOKLYN,0,0,4334592
MANHATTAN,0,0,4334532
QUEENS,0,0,4332763
BRONX,0,0,4332259
QUEENS,1,0,4332466
QUEENS,0,0,4333390
MANHATTAN,0,0,4332675
BROOKLYN,0,0,4332573
MANHATTAN,1,0,4332677
BROOKLYN,0,0,4332370
BROOKLYN,0,0,4333364
BROOKLYN,0,0,4332404
STATEN ISLAND,0,0,4333418
QUEENS,0,0,4332254
QUEENS,1,0,4332773
BRONX,0,0,4333473
BROOKLYN,0,0,4333048
MANHATTAN,1,0,4332407
BROOKLYN,0,0,4332554
QUEENS,1,0,4332144
QUEENS,0,0,4332392
QUEENS,1,0,4332391
QUEENS,0,0,4332918
QUEENS,0,0,4332100
QUEENS,3,0,4332557
BROOKLYN,0,0,4334184
BROOKLYN,0,0,4332386
QUEENS,2,0,4332262
QUEENS,1,0,4331943
BRONX,0,0,4332665
MANHATTAN,0,0,4332674
QUEENS,0,0,4332611
BRONX,1,0,4333268
QUEENS,0,0,4332464
BRONX,0,0,4343207
BROOKLYN,0,0,4333286
BRONX,0,0,4332446
BROOKLYN,0,0,4332317
BROOKLYN,2,0,4334965
QUEENS,0,0,4332393
BROOKLYN,1,0,4332494
QUEENS,0,0,4332808
BROOKLYN,0,0,4332686
MANHATTAN,0,0,4334454
BROOKLYN,0,0,4333154
BROOKLYN,1,0,4335006
MANHATTAN,0,0,4335991
MANHATTAN,1,0,4332255
BRONX,0,0,4332826
QUEENS,1,0,4332373
BRONX,0,0,4333590
QUEENS,1,0,4332411
QUEENS,0,0,4332458
BROOKLYN,1,0,4333365
QUEENS,0,0,4332868
BRONX,1,0,4332600
QUEENS,0,0,4351129
STATEN ISLAND,1,0,4332347
BROOKLYN,2,0,4332402
BROOKLYN,0,0,4334022
BRONX,0,0,4332368
MANHATTAN,0,0,4335771
MANHATTAN,1,0,4332859
BRONX,0,0,4332653
QUEENS,0,0,4332385
BROOKLYN,0,0,4332631
BRONX,0,0,4332470
BROOKLYN,0,0,4332627
BROOKLYN,0,0,4332338
BRONX,1,0,4333635
BROOKLYN,2,0,4332349
QUEENS,0,0,4332180
BRONX,1,0,4332459
BROOKLYN,0,0,4332455
BROOKLYN,0,0,4332563
QUEENS,0,0,4332375
QUEENS,1,0,4332431
MANHATTAN,1,0,4332264
BRONX,3,0,4333368
BROOKLYN,1,0,4337474
BROOKLYN,0,0,4333202
MANHATTAN,0,0,4332660
BROOKLYN,0,0,4332500
BRONX,1,0,4332643
QUEENS,0,0,4332394
BROOKLYN,1,0,4333092
BROOKLYN,0,0,4332778
QUEENS,0,0,4332416
QUEENS,0,0,4332381
BRONX,1,0,4331979
BROOKLYN,0,0,4332737
BROOKLYN,0,0,4332456
BROOKLYN,0,0,4332436
MANHATTAN,0,0,4332497
BROOKLYN,0,0,4332325
QUEENS,1,0,4332848
QUEENS,0,0,4332388
QUEENS,1,0,4332669
BRONX,1,0,4333674
QUEENS,0,0,4332426
BRONX,0,0,4331991
QUEENS,0,0,4332187
BROOKLYN,1,0,4337568
QUEENS,0,0,4332420
QUEENS,1,0,4332339
BROOKLYN,0,0,4334202
BRONX,0,0,4333564
BROOKLYN,0,0,4332192
STATEN ISLAND,0,0,4332568
BRONX,0,0,4332652
BROOKLYN,0,0,4332692
BRONX,1,0,4332947
BROOKLYN,0,0,4332962
BRONX,2,0,4332014
MANHATTAN,1,0,4332199
MANHATTAN,4,0,4332750
BROOKLYN,0,0,4332994
BROOKLYN,2,0,4332796
BROOKLYN,1,0,4332613
BRONX,1,0,4332469
BRONX,0,0,4332085
BRONX,0,0,4332694
BRONX,0,0,4332948
BROOKLYN,0,0,4332929
QUEENS,0,0,4332621
BROOKLYN,0,0,4334601
QUEENS,1,0,4333310
BROOKLYN,0,0,4334430
MANHATTAN,0,0,4332662
QUEENS,0,0,4334109
BROOKLYN,0,0,4333171
QUEENS,1,0,4332864
STATEN ISLAND,1,0,4334829
BROOKLYN,0,0,4333251
MANHATTAN,0,0,4335787
BROOKLYN,0,0,4332960
BRONX,0,0,4347773
MANHATTAN,0,0,4333389
STATEN ISLAND,1,0,4332894
BROOKLYN,1,0,4333198
MANHATTAN,1,0,4333108
QUEENS,1,0,4332981
QUEENS,0,0,4332760
MANHATTAN,0,0,4332601
BROOKLYN,0,0,4335821
QUEENS,0,0,4332604
QUEENS,0,0,4332709
BRONX,0,0,4332952
BROOKLYN,1,0,4333091
BRONX,0,0,4333607
STATEN ISLAND,1,0,4333591
QUEENS,0,0,4333318
BROOKLYN,0,0,4335348
STATEN ISLAND,1,0,4333589
MANHATTAN,0,0,4332967
MANHATTAN,0,0,4332676
BROOKLYN,1,0,4333044
BROOKLYN,0,0,4332937
STATEN ISLAND,0,0,4332893
BRONX,0,0,4332909
BROOKLYN,0,0,4332854
QUEENS,0,0,4332460
BROOKLYN,1,0,4332793
QUEENS,0,0,4332851
QUEENS,0,0,4332620
MANHATTAN,0,0,4333272
MANHATTAN,0,0,4335217
BROOKLYN,1,0,4332743
BRONX,0,0,4333620
BROOKLYN,0,0,4334487
QUEENS,1,0,4332645
BROOKLYN,0,0,4332733
MANHATTAN,0,0,4332870
QUEENS,0,0,4333136
MANHATTAN,1,0,4332762
BRONX,0,0,4332734
BROOKLYN,0,0,4332691
BRONX,0,0,4332695
BRONX,0,0,4333186
QUEENS,0,0,4332780
MANHATTAN,0,0,4332831
BRONX,0,0,4332927
BRONX,3,0,4333178
QUEENS,0,0,4332716
BRONX,0,0,4332950
BROOKLYN,0,0,4333046
STATEN ISLAND,0,0,4332897
QUEENS,0,0,4332758
BRONX,0,0,4333275
BROOKLYN,1,0,4333199
BROOKLYN,0,0,4332755
BROOKLYN,1,0,4332939
STATEN ISLAND,0,0,4334766
BROOKLYN,0,0,4332740
QUEENS,0,0,4333381
QUEENS,1,0,4332809
BROOKLYN,0,0,4332930
BRONX,0,0,4332933
BROOKLYN,0,0,4332936
MANHATTAN,1,0,4336202
BRONX,0,0,4332878
QUEENS,0,0,4332417
QUEENS,0,0,4332726
BRONX,0,0,4333177
BRONX,0,0,4333058
BROOKLYN,0,0,4332784
MANHATTAN,0,0,4332973
QUEENS,2,0,4332728
MANHATTAN,0,0,4332602
BROOKLYN,1,0,4332944
BRONX,0,0,4333228
BROOKLYN,1,0,4332989
QUEENS,0,0,4332840
QUEENS,1,0,4334624
BROOKLYN,0,0,4333434
MANHATTAN,0,0,4333112
BRONX,0,0,4332659
STATEN ISLAND,0,0,4333587
BRONX,1,0,4332857
BRONX,1,0,4332884
BRONX,0,0,4333295
BROOKLYN,0,0,4332746
STATEN ISLAND,1,0,4332892
BRONX,0,0,4333636
BROOKLYN,1,0,4333385
QUEENS,1,0,4332915
BRONX,0,0,4332658
BRONX,0,0,4332910
QUEENS,1,0,4332865
BROOKLYN,0,0,4332972
QUEENS,2,0,4332782
BROOKLYN,0,0,4333155
BROOKLYN,0,0,4332700
QUEENS,0,0,4333078
QUEENS,0,0,4332903
QUEENS,0,0,4332863
BROOKLYN,0,0,4333204
BROOKLYN,1,0,4332800
QUEENS,0,0,4332634
BROOKLYN,0,0,4332955
MANHATTAN,1,0,4332862
BRONX,0,0,4332885
BROOKLYN,0,0,4333047
BRONX,0,0,4333270
STATEN ISLAND,2,0,4333598
BROOKLYN,2,0,4332825
BRONX,0,0,4332877
MANHATTAN,1,0,4332751
QUEENS,0,0,4332718
QUEENS,0,0,4332715
BROOKLYN,0,0,4333439
BRONX,0,0,4333277
BROOKLYN,0,0,4332798
BRONX,1,0,4333303
BRONX,0,0,4333269
QUEENS,0,0,4333289
BROOKLYN,1,0,4333203
QUEENS,0,0,4332769
BRONX,0,0,4333174
BROOKLYN,0,0,4332797
BRONX,3,0,4332572
BROOKLYN,1,0,4332712
QUEENS,0,0,4332783
BROOKLYN,1,0,4332413
BROOKLYN,0,0,4333049
BROOKLYN,0,0,4334570
QUEENS,0,0,4332866
BROOKLYN,0,0,4332966
BROOKLYN,1,0,4333196
BRONX,0,0,4332789
QUEENS,0,1,4332747
BRONX,0,0,4332684
BROOKLYN,0,0,4333200
MANHATTAN,2,0,4333330
QUEENS,1,0,4333346
BROOKLYN,0,0,4333197
QUEENS,2,0,4333411
BROOKLYN,0,0,4333179
QUEENS,0,0,4332959
QUEENS,1,0,4332722
BROOKLYN,1,0,4333396
MANHATTAN,0,0,4332856
QUEENS,0,0,4332850
BROOKLYN,1,0,4333069
BROOKLYN,1,0,4333245
BROOKLYN,0,0,4333045
BROOKLYN,0,0,4332454
BRONX,0,0,4332890
MANHATTAN,0,0,4333222
BROOKLYN,0,0,4332971
QUEENS,0,0,4333077
QUEENS,0,0,4332412
QUEENS,1,0,4332647
QUEENS,1,0,4334121
MANHATTAN,1,0,4332846
BROOKLYN,1,0,4332705
BROOKLYN,0,0,4333719
MANHATTAN,1,0,4332905
BROOKLYN,1,0,4332792
BRONX,0,0,4333189
MANHATTAN,0,0,4332904
BROOKLYN,1,0,4334181
BRONX,0,0,4333267
BROOKLYN,0,0,4332693
QUEENS,0,0,4333337
QUEENS,0,0,4332646
BROOKLYN,0,0,4332954
MANHATTAN,1,0,4333688
QUEENS,0,0,4332717
BRONX,0,0,4332657
BRONX,0,0,4332949
BROOKLYN,0,0,4332682
QUEENS,0,0,4332844
BRONX,0,0,4332812
BROOKLYN,0,0,4333090
MANHATTAN,1,0,4332842
BRONX,1,0,4333967
BRONX,0,0,4333276
QUEENS,0,0,4332982
QUEENS,0,0,4333351
QUEENS,0,0,4333920
QUEENS,1,0,4335044
BROOKLYN,0,0,4332946
MANHATTAN,0,0,4333264
BRONX,0,0,4333374
QUEENS,0,0,4333039
BROOKLYN,0,0,4333067
MANHATTAN,0,0,4334397
BROOKLYN,0,0,4333260
MANHATTAN,1,0,4334042
QUEENS,0,0,4333403
QUEENS,1,0,4333125
BRONX,1,0,4333308
QUEENS,0,0,4335537
BROOKLYN,0,0,4332901
BROOKLYN,0,0,4333500
QUEENS,0,0,4333037
BRONX,0,0,4333214
BRONX,0,0,4335602
BROOKLYN,0,0,4333536
BRONX,0,0,4333271
QUEENS,1,0,4333423
MANHATTAN,1,0,4333169
BROOKLYN,0,0,4334348
BRONX,2,0,4333120
QUEENS,0,0,4334188
BRONX,0,0,4332886
BROOKLYN,1,0,4334593
MANHATTAN,0,0,4334458
BRONX,0,0,4333455
BRONX,0,0,4333215
BRONX,0,0,4334289
QUEENS,0,0,4333134
BRONX,1,0,4332739
BROOKLYN,0,0,4333082
BRONX,0,0,4333265
MANHATTAN,0,0,4334046
MANHATTAN,0,0,4333145
BROOKLYN,2,0,4333741
QUEENS,0,0,4333252
BRONX,1,0,4337316
QUEENS,0,0,4334118
QUEENS,1,0,4332956
BROOKLYN,2,0,4333023
STATEN ISLAND,1,0,4333040
BRONX,0,0,4333230
BROOKLYN,1,0,4333664
QUEENS,1,0,4341604
BRONX,0,0,4332891
BROOKLYN,0,0,4333288
QUEENS,0,0,4333413
BROOKLYN,0,0,4333201
BROOKLYN,0,0,4333257
QUEENS,0,0,4332958
BROOKLYN,1,0,4333291
MANHATTAN,0,0,4333978
BRONX,0,0,4332951
QUEENS,0,0,4333357
QUEENS,1,0,4333146
QUEENS,2,0,4333182
BROOKLYN,1,0,4334338
STATEN ISLAND,0,0,4333600
BROOKLYN,0,0,4335060
BROOKLYN,2,0,4334185
BROOKLYN,0,0,4335820
BROOKLYN,1,0,4333170
STATEN ISLAND,0,0,4334510
BROOKLYN,1,0,4334363
QUEENS,0,0,4335308
BRONX,0,0,4333795
BRONX,0,0,4333229
BRONX,1,0,4333273
BRONX,0,0,4333300
BROOKLYN,0,0,4333180
BROOKLYN,2,0,4334190
MANHATTAN,0,0,4333626
BROOKLYN,0,0,4333050
QUEENS,0,0,4333358
BROOKLYN,0,0,4334346
BRONX,0,0,4332887
BROOKLYN,0,0,4333256
QUEENS,1,0,4333224
QUEENS,0,0,4337613
BROOKLYN,0,0,4333166
MANHATTAN,1,0,4333151
BRONX,0,0,4332953
MANHATTAN,0,0,4332822
BRONX,0,0,4333185
BROOKLYN,1,0,4333292
BROOKLYN,0,0,4333709
BRONX,0,0,4332888
MANHATTAN,2,0,4333218
QUEENS,0,0,4334930
QUEENS,0,0,4333361
BROOKLYN,0,0,4338236
BROOKLYN,0,0,4333207
BROOKLYN,0,0,4332945
BRONX,0,0,4333447
BROOKLYN,1,0,4334594
BROOKLYN,0,0,4334459
BROOKLYN,0,0,4333806
BROOKLYN,1,0,4334353
BROOKLYN,0,0,4333051
QUEENS,0,0,4333347
QUEENS,1,0,4332974
BROOKLYN,0,0,4333162
BROOKLYN,0,0,4333097
BROOKLYN,0,0,4332985
QUEENS,0,0,4351125
BROOKLYN,0,0,4332969
BRONX,0,0,4333280
BRONX,0,0,4337452
STATEN ISLAND,1,0,4333599
MANHATTAN,0,0,4333105
BROOKLYN,1,0,4333159
BROOKLYN,0,0,4335063
BRONX,0,0,4333216
BRONX,1,0,4333373
BROOKLYN,1,0,4333208
MANHATTAN,0,0,4333148
BROOKLYN,0,0,4333399
BRONX,1,0,4333281
BROOKLYN,0,0,4332968
QUEENS,0,0,4333131
BROOKLYN,0,0,4333290
BRONX,1,0,4333056
BROOKLYN,1,0,4337003
BROOKLYN,2,0,4333057
BROOKLYN,2,0,4333287
BROOKLYN,1,0,4333356
MANHATTAN,0,0,4333149
BROOKLYN,0,0,4333167
MANHATTAN,0,0,4334939
BROOKLYN,0,0,4333241
BROOKLYN,0,0,4333165
BROOKLYN,0,0,4334994
MANHATTAN,0,0,4333190
BROOKLYN,0,0,4336499
BROOKLYN,0,0,4333747
BRONX,0,0,4333454
BROOKLYN,1,0,4333384
STATEN ISLAND,1,0,4334559
BRONX,0,0,4332889
BRONX,0,0,4333976
QUEENS,0,0,4333140
STATEN ISLAND,0,0,4333603
MANHATTAN,0,0,4333609
MANHATTAN,0,0,4333113
BROOKLYN,0,0,4335371
BROOKLYN,1,0,4332941
QUEENS,0,0,4332829
BROOKLYN,0,0,4333386
QUEENS,2,0,4332957
MANHATTAN,1,0,4342250
BROOKLYN,0,0,4333240
BRONX,0,0,4332813
BROOKLYN,0,0,4335387
BROOKLYN,0,0,4335373
BROOKLYN,1,0,4332794
BROOKLYN,0,0,4334962
BRONX,1,0,4333296
BROOKLYN,1,0,4332932
BROOKLYN,0,0,4333095
MANHATTAN,0,0,4333414
QUEENS,0,0,4333191
BRONX,0,0,4333581
MANHATTAN,0,0,4333610
BROOKLYN,0,0,4333052
BROOKLYN,0,0,4334582
BROOKLYN,0,0,4334357
MANHATTAN,0,0,4333675
BROOKLYN,1,0,4333227
QUEENS,1,0,4333936
BROOKLYN,0,0,4332979
BROOKLYN,1,0,4333152
BROOKLYN,0,0,4333205
BROOKLYN,1,0,4333891
BROOKLYN,0,0,4333261
QUEENS,0,0,4333656
QUEENS,1,0,4333378
QUEENS,1,0,4332980
STATEN ISLAND,0,0,4333602
BRONX,0,0,4334299
BRONX,0,0,4332879
QUEENS,0,0,4332748
QUEENS,2,0,4333369
BROOKLYN,1,0,4332820
BRONX,0,0,4333213
BROOKLYN,2,0,4333232
QUEENS,0,0,4333223
QUEENS,0,0,4332902
MANHATTAN,0,0,4333708
BROOKLYN,0,0,4333206
BROOKLYN,1,0,4332977
MANHATTAN,0,0,4333150
BRONX,0,0,4333254
BROOKLYN,0,0,4333094
BRONX,1,0,4333055
MANHATTAN,1,0,4335295
BROOKLYN,1,0,4333559
MANHATTAN,0,0,4334612
QUEENS,0,0,4333338
BROOKLYN,0,0,4333718
BROOKLYN,0,0,4333163
MANHATTAN,1,0,4334047
QUEENS,0,0,4333118
BROOKLYN,0,0,4333430
QUEENS,0,0,4333059
MANHATTAN,0,0,4334218
BRONX,1,0,4333168
BROOKLYN,0,0,4334876
QUEENS,0,0,4333142
BROOKLYN,0,0,4334587
BROOKLYN,1,0,4333066
QUEENS,1,0,4334098
BROOKLYN,1,0,4332964
MANHATTAN,1,0,4441858
BRONX,0,0,4333685
QUEENS,1,0,4333297
BROOKLYN,0,0,4333756
BRONX,0,0,4333625
BRONX,0,0,4333645
QUEENS,0,0,4333503
BROOKLYN,0,0,4335378
QUEENS,1,0,4333499
BRONX,0,0,4333452
MANHATTAN,0,0,4333471
BROOKLYN,0,0,4335823
BROOKLYN,0,0,4333428
QUEENS,1,0,4333509
QUEENS,0,0,4333512
MANHATTAN,0,0,4336652
QUEENS,0,0,4333406
BROOKLYN,0,0,4333649
BROOKLYN,0,0,4333242
BROOKLYN,0,0,4333469
BRONX,1,0,4333684
BROOKLYN,1,0,4333652
QUEENS,0,0,4333928
BRONX,0,0,4333868
BRONX,2,0,4333731
BROOKLYN,2,0,4333491
BROOKLYN,1,0,4334017
QUEENS,0,0,4333527
BRONX,1,0,4335021
STATEN ISLAND,0,0,4333420
BRONX,0,0,4333641
BRONX,0,0,4333436
MANHATTAN,1,0,4334401
BROOKLYN,0,0,4334351
BROOKLYN,0,0,4334350
BROOKLYN,0,0,4333478
BRONX,1,0,4333640
STATEN ISLAND,1,0,4333658
BRONX,1,0,4333544
MANHATTAN,0,0,4333258
QUEENS,1,0,4333615
BRONX,1,0,4333294
MANHATTAN,1,0,4333443
BROOKLYN,0,0,4334332
BROOKLYN,0,0,4333558
BROOKLYN,1,0,4334021
BROOKLYN,0,0,4333397
QUEENS,3,0,4333505
QUEENS,0,0,4334410
MANHATTAN,0,0,4334216
STATEN ISLAND,0,0,4333594
QUEENS,0,0,4333518
BROOKLYN,0,0,4337482
BRONX,0,0,4334312
MANHATTAN,0,0,4333998
MANHATTAN,0,0,4334222
QUEENS,1,0,4333462
BRONX,0,0,4335276
BRONX,2,0,4337313
QUEENS,1,0,4333412
BRONX,0,0,4333690
QUEENS,0,0,4334170
QUEENS,0,0,4334059
BRONX,0,0,4338877
BROOKLYN,0,0,4333520
QUEENS,0,0,4335597
MANHATTAN,0,0,4333449
BROOKLYN,1,0,4333560
BRONX,0,0,4333534
BROOKLYN,0,0,4333659
BROOKLYN,1,0,4333415
BROOKLYN,0,0,4335362
BROOKLYN,0,0,4333742
MANHATTAN,0,0,4333293
MANHATTAN,1,0,4337475
BRONX,0,0,4333629
BRONX,0,0,4333435
QUEENS,0,0,4333352
BROOKLYN,0,0,4333472
BRONX,5,0,4333796
QUEENS,0,0,4333768
MANHATTAN,1,0,4333379
BROOKLYN,1,0,4334571
STATEN ISLAND,1,0,4334475
BRONX,1,0,4333548
MANHATTAN,5,0,4336119
BRONX,0,0,4333533
QUEENS,0,0,4334374
BRONX,1,0,4333451
